Meeting_ID,Committee_Name,Meeting_Date,Meeting_Time,Entry_ID,Zip_Code,Registration_Time,Agenda_Item,Agenda_Item_Title,Support,Speaking,OBJECTID
48637,Public Safety Review Committee,6/10/2020,05:00:00,93703,53704,6/10/2020 16:29,4,,Oppose,"No, I do not want to speak.",8579
48637,Public Safety Review Committee,6/10/2020,05:00:00,93706,53703,6/10/2020 16:29,4,,Oppose,"No, I do not want to speak.",8580
48637,Public Safety Review Committee,6/10/2020,05:00:00,93708,53705,6/10/2020 16:29,4,,Oppose,"No, I do not want to speak.",8581
48637,Public Safety Review Committee,6/10/2020,05:00:00,93709,53719,6/10/2020 16:29,4,,Oppose,"No, I do not want to speak.",8582
48637,Public Safety Review Committee,6/10/2020,05:00:00,93716,53704,6/10/2020 16:30,4,,Oppose,"No, I do not want to speak.",8583
48637,Public Safety Review Committee,6/10/2020,05:00:00,93718,53703,6/10/2020 16:30,4,,Oppose,"No, I do not want to speak.",8584
48637,Public Safety Review Committee,6/10/2020,05:00:00,93719,53713,6/10/2020 16:30,4,,Oppose,"No, I do not want to speak.",8585
48637,Public Safety Review Committee,6/10/2020,05:00:00,93713,53503,6/10/2020 16:29,4,,Oppose,"Yes, I want to speak.",8586
48637,Public Safety Review Committee,6/10/2020,05:00:00,93672,53703,6/10/2020 16:26,4,,Oppose,"No, I do not want to speak.",8587
48637,Public Safety Review Committee,6/10/2020,05:00:00,93670,53704,6/10/2020 16:26,4,,Oppose,"No, I do not want to speak.",8588
48637,Public Safety Review Committee,6/10/2020,05:00:00,93665,53704,6/10/2020 16:26,4,,Oppose,"No, I do not want to speak.",8589
48637,Public Safety Review Committee,6/10/2020,05:00:00,93666,53704,6/10/2020 16:26,4,,Oppose,"No, I do not want to speak.",8590
48637,Public Safety Review Committee,6/10/2020,05:00:00,93684,53718,6/10/2020 16:28,4,,Oppose,"No, I do not want to speak.",8591
48637,Public Safety Review Committee,6/10/2020,05:00:00,93688,53703,6/10/2020 16:28,4,,Oppose,"No, I do not want to speak.",8592
48637,Public Safety Review Committee,6/10/2020,05:00:00,93694,53704,6/10/2020 16:28,4,,Oppose,"No, I do not want to speak.",8593
48637,Public Safety Review Committee,6/10/2020,05:00:00,93695,53703,6/10/2020 16:28,4,,Oppose,"No, I do not want to speak.",8594
48637,Public Safety Review Committee,6/10/2020,05:00:00,93701,53703,6/10/2020 16:29,4,,Oppose,"No, I do not want to speak.",8595
48637,Public Safety Review Committee,6/10/2020,05:00:00,93804,53703,6/10/2020 17:12,4,,Oppose,"No, I do not want to speak.",8596
48637,Public Safety Review Committee,6/10/2020,05:00:00,93812,53704,6/10/2020 17:18,4,,Oppose,"No, I do not want to speak.",8597
48637,Public Safety Review Committee,6/10/2020,05:00:00,93792,53711,6/10/2020 17:01,4,,Oppose,"No, I do not want to speak.",8598
48637,Public Safety Review Committee,6/10/2020,05:00:00,93814,53704,6/10/2020 17:18,4,,Oppose,"No, I do not want to speak.",8599
48637,Public Safety Review Committee,6/10/2020,05:00:00,93797,53705,6/10/2020 17:02,4,,Oppose,"No, I do not want to speak.",8600
48637,Public Safety Review Committee,6/10/2020,05:00:00,93823,53704,6/10/2020 17:44,4,,Oppose,"I do not want to speak, but I am available to answer questions.",8601
48637,Public Safety Review Committee,6/10/2020,05:00:00,93826,53703,6/10/2020 17:49,4,,Oppose,"I do not want to speak, but I am available to answer questions.",8602
48637,Public Safety Review Committee,6/10/2020,05:00:00,93829,53713,6/10/2020 17:53,4,,Oppose,"No, I do not want to speak.",8603
48637,Public Safety Review Committee,6/10/2020,05:00:00,93835,53704,6/10/2020 18:02,4,,Oppose,"No, I do not want to speak.",8604
48637,Public Safety Review Committee,6/10/2020,05:00:00,93741,53703,6/10/2020 16:37,4,,Oppose,"No, I do not want to speak.",8605
48637,Public Safety Review Committee,6/10/2020,05:00:00,93756,53719,6/10/2020 16:42,4,,Oppose,"No, I do not want to speak.",8606
48637,Public Safety Review Committee,6/10/2020,05:00:00,93752,53703,6/10/2020 16:41,4,,Oppose,"No, I do not want to speak.",8607
48637,Public Safety Review Committee,6/10/2020,05:00:00,93753,53703,6/10/2020 16:41,4,,Oppose,"No, I do not want to speak.",8608
48637,Public Safety Review Committee,6/10/2020,05:00:00,93766,53703,6/10/2020 16:46,4,,Oppose,"No, I do not want to speak.",8609
48637,Public Safety Review Committee,6/10/2020,05:00:00,93771,53703,6/10/2020 16:48,4,,Oppose,"No, I do not want to speak.",8610
48637,Public Safety Review Committee,6/10/2020,05:00:00,93775,53703,6/10/2020 16:49,4,,Oppose,"No, I do not want to speak.",8611
48637,Public Safety Review Committee,6/10/2020,05:00:00,93788,53711,6/10/2020 16:58,4,,Oppose,"No, I do not want to speak.",8612
48637,Public Safety Review Committee,6/10/2020,05:00:00,93861,53703,6/10/2020 19:16,4,,Oppose,"No, I do not want to speak.",8613
48637,Public Safety Review Committee,6/10/2020,05:00:00,93864,53714,6/10/2020 19:29,4,,Oppose,"No, I do not want to speak.",8614
48637,Public Safety Review Committee,6/10/2020,05:00:00,93872,53703,6/10/2020 20:30,4,,Oppose,"No, I do not want to speak.",8615
48637,Public Safety Review Committee,6/10/2020,05:00:00,93292,53703,6/10/2020 15:36,4,,Oppose,"No, I do not want to speak.",8616
48637,Public Safety Review Committee,6/10/2020,05:00:00,93301,53703,6/10/2020 15:38,4,,Oppose,"No, I do not want to speak.",8617
48637,Public Safety Review Committee,6/10/2020,05:00:00,93299,53719,6/10/2020 15:38,4,,Oppose,"No, I do not want to speak.",8618
48637,Public Safety Review Committee,6/10/2020,05:00:00,93283,53711,6/10/2020 15:35,4,,Oppose,"No, I do not want to speak.",8619
48637,Public Safety Review Committee,6/10/2020,05:00:00,93286,53703,6/10/2020 15:35,4,,Oppose,"No, I do not want to speak.",8620
48637,Public Safety Review Committee,6/10/2020,05:00:00,93288,53704,6/10/2020 15:36,4,,Oppose,"No, I do not want to speak.",8621
48637,Public Safety Review Committee,6/10/2020,05:00:00,93289,53703,6/10/2020 15:36,4,,Oppose,"No, I do not want to speak.",8622
48637,Public Safety Review Committee,6/10/2020,05:00:00,93263,53705,6/10/2020 15:32,4,,Oppose,"No, I do not want to speak.",8623
48637,Public Safety Review Committee,6/10/2020,05:00:00,93273,53711,6/10/2020 15:33,4,,Oppose,"No, I do not want to speak.",8624
48637,Public Safety Review Committee,6/10/2020,05:00:00,93270,53704,6/10/2020 15:33,4,,Oppose,"No, I do not want to speak.",8625
48637,Public Safety Review Committee,6/10/2020,05:00:00,93271,53714,6/10/2020 15:33,4,,Oppose,"No, I do not want to speak.",8626
48637,Public Safety Review Committee,6/10/2020,05:00:00,93278,53715,6/10/2020 15:34,4,,Oppose,"No, I do not want to speak.",8627
48637,Public Safety Review Committee,6/10/2020,05:00:00,93307,53717,6/10/2020 15:40,4,,Oppose,"No, I do not want to speak.",8628
48637,Public Safety Review Committee,6/10/2020,05:00:00,93321,53704,6/10/2020 15:43,4,,Oppose,"No, I do not want to speak.",8629
48637,Public Safety Review Committee,6/10/2020,05:00:00,93317,53705,6/10/2020 15:42,4,,Oppose,"No, I do not want to speak.",8630
48637,Public Safety Review Committee,6/10/2020,05:00:00,93333,53715,6/10/2020 15:46,4,,Oppose,"No, I do not want to speak.",8631
48637,Public Safety Review Committee,6/10/2020,05:00:00,93334,53705,6/10/2020 15:46,4,,Oppose,"No, I do not want to speak.",8632
48637,Public Safety Review Committee,6/10/2020,05:00:00,93323,53704,6/10/2020 15:43,4,,Oppose,"No, I do not want to speak.",8633
48637,Public Safety Review Committee,6/10/2020,05:00:00,93339,53713,6/10/2020 15:46,4,,Oppose,"No, I do not want to speak.",8634
48637,Public Safety Review Committee,6/10/2020,05:00:00,93340,53704,6/10/2020 15:47,4,,Oppose,"No, I do not want to speak.",8635
48637,Public Safety Review Committee,6/10/2020,05:00:00,93341,53703,6/10/2020 15:47,4,,Oppose,"No, I do not want to speak.",8636
48637,Public Safety Review Committee,6/10/2020,05:00:00,93353,53713,6/10/2020 15:48,4,,Oppose,"No, I do not want to speak.",8637
48637,Public Safety Review Committee,6/10/2020,05:00:00,93354,53703,6/10/2020 15:48,4,,Oppose,"No, I do not want to speak.",8638
48637,Public Safety Review Committee,6/10/2020,05:00:00,93355,53704,6/10/2020 15:48,4,,Oppose,"No, I do not want to speak.",8639
48637,Public Safety Review Committee,6/10/2020,05:00:00,93356,53703,6/10/2020 15:48,4,,Oppose,"No, I do not want to speak.",8640
48637,Public Safety Review Committee,6/10/2020,05:00:00,93368,53703,6/10/2020 15:50,4,,Oppose,"No, I do not want to speak.",8641
48637,Public Safety Review Committee,6/10/2020,05:00:00,93377,53703,6/10/2020 15:51,4,,Oppose,"No, I do not want to speak.",8642
48637,Public Safety Review Committee,6/10/2020,05:00:00,93382,53714,6/10/2020 15:52,4,,Oppose,"No, I do not want to speak.",8643
48637,Public Safety Review Committee,6/10/2020,05:00:00,93383,53716,6/10/2020 15:52,4,,Oppose,"No, I do not want to speak.",8644
48637,Public Safety Review Committee,6/10/2020,05:00:00,93384,53711,6/10/2020 15:53,4,,Oppose,"No, I do not want to speak.",8645
48637,Public Safety Review Committee,6/10/2020,05:00:00,93385,53711,6/10/2020 15:53,4,,Oppose,"No, I do not want to speak.",8646
48637,Public Safety Review Committee,6/10/2020,05:00:00,93366,53717,6/10/2020 15:49,4,,Oppose,"No, I do not want to speak.",8647
48637,Public Safety Review Committee,6/10/2020,05:00:00,93390,53703,6/10/2020 15:54,4,,Oppose,"No, I do not want to speak.",8648
48637,Public Safety Review Committee,6/10/2020,05:00:00,93401,53703,6/10/2020 15:56,4,,Oppose,"No, I do not want to speak.",8649
48637,Public Safety Review Committee,6/10/2020,05:00:00,93415,53711,6/10/2020 15:58,4,,Oppose,"No, I do not want to speak.",8650
48637,Public Safety Review Committee,6/10/2020,05:00:00,93416,53716,6/10/2020 15:58,4,,Oppose,"No, I do not want to speak.",8651
48637,Public Safety Review Committee,6/10/2020,05:00:00,93417,53703,6/10/2020 15:58,4,,Oppose,"No, I do not want to speak.",8652
48637,Public Safety Review Committee,6/10/2020,05:00:00,93421,53726,6/10/2020 15:59,4,,Oppose,"No, I do not want to speak.",8653
48637,Public Safety Review Committee,6/10/2020,05:00:00,93422,53704,6/10/2020 15:59,4,,Oppose,"No, I do not want to speak.",8654
48637,Public Safety Review Committee,6/10/2020,05:00:00,93423,53702,6/10/2020 15:59,4,,Oppose,"No, I do not want to speak.",8655
48637,Public Safety Review Committee,6/10/2020,05:00:00,93396,53703,6/10/2020 15:55,4,,Oppose,"No, I do not want to speak.",8656
48637,Public Safety Review Committee,6/10/2020,05:00:00,93405,53703,6/10/2020 15:56,4,,Oppose,"No, I do not want to speak.",8657
48637,Public Safety Review Committee,6/10/2020,05:00:00,93522,53703,6/10/2020 16:09,4,,Oppose,"No, I do not want to speak.",8658
48637,Public Safety Review Committee,6/10/2020,05:00:00,93524,53703,6/10/2020 16:10,4,,Oppose,"No, I do not want to speak.",8659
48637,Public Safety Review Committee,6/10/2020,05:00:00,93526,53704,6/10/2020 16:10,4,,Oppose,"No, I do not want to speak.",8660
48637,Public Safety Review Committee,6/10/2020,05:00:00,93535,53703,6/10/2020 16:11,4,,Oppose,"No, I do not want to speak.",8661
48637,Public Safety Review Committee,6/10/2020,05:00:00,93543,53703,6/10/2020 16:11,4,,Oppose,"No, I do not want to speak.",8662
48637,Public Safety Review Committee,6/10/2020,05:00:00,93544,53714,6/10/2020 16:12,4,,Oppose,"No, I do not want to speak.",8663
48637,Public Safety Review Committee,6/10/2020,05:00:00,93547,53703,6/10/2020 16:12,4,,Oppose,"No, I do not want to speak.",8664
48637,Public Safety Review Committee,6/10/2020,05:00:00,93548,53703,6/10/2020 16:12,4,,Oppose,"No, I do not want to speak.",8665
48637,Public Safety Review Committee,6/10/2020,05:00:00,93552,53703,6/10/2020 16:12,4,,Oppose,"No, I do not want to speak.",8666
48637,Public Safety Review Committee,6/10/2020,05:00:00,93553,53703,6/10/2020 16:13,4,,Oppose,"No, I do not want to speak.",8667
48637,Public Safety Review Committee,6/10/2020,05:00:00,93558,53704,6/10/2020 16:13,4,,Oppose,"No, I do not want to speak.",8668
48637,Public Safety Review Committee,6/10/2020,05:00:00,93555,53719,6/10/2020 16:13,4,,Oppose,"No, I do not want to speak.",8669
48637,Public Safety Review Committee,6/10/2020,05:00:00,93556,53719,6/10/2020 16:13,4,,Oppose,"No, I do not want to speak.",8670
48637,Public Safety Review Committee,6/10/2020,05:00:00,93561,53711,6/10/2020 16:14,4,,Oppose,"No, I do not want to speak.",8671
48637,Public Safety Review Committee,6/10/2020,05:00:00,93569,53704,6/10/2020 16:16,4,,Oppose,"No, I do not want to speak.",8672
48637,Public Safety Review Committee,6/10/2020,05:00:00,93576,53716,6/10/2020 16:17,4,,Oppose,"No, I do not want to speak.",8673
48637,Public Safety Review Committee,6/10/2020,05:00:00,93573,53705,6/10/2020 16:16,4,,Oppose,"No, I do not want to speak.",8674
48637,Public Safety Review Committee,6/10/2020,05:00:00,93580,53705,6/10/2020 16:17,4,,Oppose,"No, I do not want to speak.",8675
48637,Public Safety Review Committee,6/10/2020,05:00:00,93434,53711,6/10/2020 16:01,4,,Oppose,"No, I do not want to speak.",8676
48637,Public Safety Review Committee,6/10/2020,05:00:00,93430,53719,6/10/2020 16:00,4,,Oppose,"No, I do not want to speak.",8677
48637,Public Safety Review Committee,6/10/2020,05:00:00,93432,53703,6/10/2020 16:01,4,,Oppose,"No, I do not want to speak.",8678
48637,Public Safety Review Committee,6/10/2020,05:00:00,93445,53726,6/10/2020 16:02,4,,Oppose,"No, I do not want to speak.",8679
48637,Public Safety Review Committee,6/10/2020,05:00:00,93446,53704,6/10/2020 16:02,4,,Oppose,"No, I do not want to speak.",8680
48637,Public Safety Review Committee,6/10/2020,05:00:00,93457,53703,6/10/2020 16:03,4,,Oppose,"No, I do not want to speak.",8681
48637,Public Safety Review Committee,6/10/2020,05:00:00,93451,53726,6/10/2020 16:03,4,,Oppose,"No, I do not want to speak.",8682
48637,Public Safety Review Committee,6/10/2020,05:00:00,93459,53715,6/10/2020 16:03,4,,Oppose,"No, I do not want to speak.",8683
48637,Public Safety Review Committee,6/10/2020,05:00:00,93461,53704,6/10/2020 16:03,4,,Oppose,"No, I do not want to speak.",8684
48637,Public Safety Review Committee,6/10/2020,05:00:00,93464,53704,6/10/2020 16:03,4,,Oppose,"No, I do not want to speak.",8685
48637,Public Safety Review Committee,6/10/2020,05:00:00,93469,53705,6/10/2020 16:04,4,,Oppose,"No, I do not want to speak.",8686
48637,Public Safety Review Committee,6/10/2020,05:00:00,93470,53705,6/10/2020 16:04,4,,Oppose,"No, I do not want to speak.",8687
48637,Public Safety Review Committee,6/10/2020,05:00:00,93472,53716,6/10/2020 16:04,4,,Oppose,"No, I do not want to speak.",8688
48637,Public Safety Review Committee,6/10/2020,05:00:00,93477,53711,6/10/2020 16:05,4,,Oppose,"No, I do not want to speak.",8689
48637,Public Safety Review Committee,6/10/2020,05:00:00,93492,53703,6/10/2020 16:06,4,,Oppose,"No, I do not want to speak.",8690
48637,Public Safety Review Committee,6/10/2020,05:00:00,93494,53703,6/10/2020 16:07,4,,Oppose,"No, I do not want to speak.",8691
48637,Public Safety Review Committee,6/10/2020,05:00:00,93499,53704,6/10/2020 16:07,4,,Oppose,"No, I do not want to speak.",8692
48637,Public Safety Review Committee,6/10/2020,05:00:00,93500,53704,6/10/2020 16:07,4,,Oppose,"No, I do not want to speak.",8693
48637,Public Safety Review Committee,6/10/2020,05:00:00,93502,53719,6/10/2020 16:07,4,,Oppose,"No, I do not want to speak.",8694
48637,Public Safety Review Committee,6/10/2020,05:00:00,93503,53711,6/10/2020 16:07,4,,Oppose,"No, I do not want to speak.",8695
48637,Public Safety Review Committee,6/10/2020,05:00:00,93505,53704,6/10/2020 16:08,4,,Oppose,"No, I do not want to speak.",8696
48637,Public Safety Review Committee,6/10/2020,05:00:00,92821,53704,6/10/2020 13:56,4,,Oppose,"No, I do not want to speak.",8697
48637,Public Safety Review Committee,6/10/2020,05:00:00,92814,53711,6/10/2020 13:53,4,,Oppose,"No, I do not want to speak.",8698
48637,Public Safety Review Committee,6/10/2020,05:00:00,92806,53703,6/10/2020 13:49,4,,Oppose,"No, I do not want to speak.",8699
48637,Public Safety Review Committee,6/10/2020,05:00:00,92810,53717,6/10/2020 13:50,4,,Oppose,"No, I do not want to speak.",8700
48637,Public Safety Review Committee,6/10/2020,05:00:00,92811,53703,6/10/2020 13:50,4,,Oppose,"No, I do not want to speak.",8701
48637,Public Safety Review Committee,6/10/2020,05:00:00,92825,53714,6/10/2020 13:57,4,,Oppose,"No, I do not want to speak.",8702
48637,Public Safety Review Committee,6/10/2020,05:00:00,92828,53719,6/10/2020 14:06,4,,Oppose,"No, I do not want to speak.",8703
48637,Public Safety Review Committee,6/10/2020,05:00:00,92834,53704,6/10/2020 14:10,4,,Oppose,"No, I do not want to speak.",8704
48637,Public Safety Review Committee,6/10/2020,05:00:00,92838,53715,6/10/2020 14:11,4,,Oppose,"No, I do not want to speak.",8705
48637,Public Safety Review Committee,6/10/2020,05:00:00,92849,53705,6/10/2020 14:15,4,,Oppose,"No, I do not want to speak.",8706
48637,Public Safety Review Committee,6/10/2020,05:00:00,92850,53703,6/10/2020 14:16,4,,Oppose,"No, I do not want to speak.",8707
48637,Public Safety Review Committee,6/10/2020,05:00:00,92798,53704,6/10/2020 13:43,4,,Oppose,"No, I do not want to speak.",8708
48637,Public Safety Review Committee,6/10/2020,05:00:00,92800,53703,6/10/2020 13:44,4,,Oppose,"No, I do not want to speak.",8709
48637,Public Safety Review Committee,6/10/2020,05:00:00,92796,53703,6/10/2020 13:42,4,,Oppose,"No, I do not want to speak.",8710
48637,Public Safety Review Committee,6/10/2020,05:00:00,92785,53705,6/10/2020 13:39,4,,Oppose,"No, I do not want to speak.",8711
48637,Public Safety Review Committee,6/10/2020,05:00:00,92792,53703,6/10/2020 13:41,4,,Oppose,"No, I do not want to speak.",8712
48637,Public Safety Review Committee,6/10/2020,05:00:00,92768,53703,6/10/2020 13:22,4,,Oppose,"Yes, I want to speak.",8713
48637,Public Safety Review Committee,6/10/2020,05:00:00,92778,53704,6/10/2020 13:36,4,,Oppose,"No, I do not want to speak.",8714
48637,Public Safety Review Committee,6/10/2020,05:00:00,92779,53703,6/10/2020 13:36,4,,Oppose,"No, I do not want to speak.",8715
48637,Public Safety Review Committee,6/10/2020,05:00:00,92752,53715,6/10/2020 13:15,4,,Oppose,"No, I do not want to speak.",8716
48637,Public Safety Review Committee,6/10/2020,05:00:00,92750,53711,6/10/2020 13:14,4,,Oppose,"No, I do not want to speak.",8717
48637,Public Safety Review Committee,6/10/2020,05:00:00,92852,53711,6/10/2020 14:17,4,,Oppose,"No, I do not want to speak.",8718
48637,Public Safety Review Committee,6/10/2020,05:00:00,92836,53711,6/10/2020 14:11,4,,Oppose,"No, I do not want to speak.",8719
